stopID,entry/update time,stopTime,stopDuration,stopInResponseToCFS,street,intersection,PID,perceivedRace,perceivedDisability,perceivedLimitedEnglish,perceivedAge,perceivedGender,perceivedLgbt,genderNonconforming,contrabandOrEvidenceDiscovered,actionTakens,personSearchGiven,propertySearchGiven,basisForSearch,basisForSearchExplanation,reasonForStop,reasonForStopDetail,reasonForStopExplanation,reaultOfStop
2379,8/6/2021 1:36,8/6/2021 1:34,3,FALSE,Hawthorne,El Monte,1, White, None,FALSE,16,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Drive without lights, Warning (verbal or written)
2380,8/7/2021 17:05,8/7/2021 6:35,10,FALSE,san antonio,whitney,1, White, None,FALSE,50,Male,No,FALSE, None, Asked for consent to search property; Person removed from vehicle by order,, true,, , Traffic Violation, Moving Violation, rp called report subject drinking then getting into vehicle, Warning (verbal or written)
2381,8/8/2021 19:24,8/8/2021 19:21,2,FALSE,Granger ,At Joseph ,1, Middle Eastern or South Asian, None,FALSE,50,Male,No,FALSE, None, None,,,, , Reasonable Suspicion, Officer witnessed commission of a crime, Subject was speeding in his car, No Action
2382,8/9/2021 1:07,8/9/2021 1:04,5,FALSE,San Antonio,E. Portola,1, Middle Eastern or South Asian, None,FALSE,36,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Drive without lights at night, Warning (verbal or written)
2383,8/9/2021 11:00,8/9/2021 10:17,8,FALSE,El Monte ,Milverton ,1, Asian, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Right turn on red; 3 red arrows 3 no right on red signs, Citation for infraction
2384,8/9/2021 11:35,8/9/2021 11:34,5,FALSE,Foothill expressway ,Main Street ,1, Pacific Islander; White, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Expired registration, Warning (verbal or written)
2385,8/9/2021 13:51,8/9/2021 13:41,8,FALSE,Almond ,,1, Hispanic/Latino/a, None,FALSE,21,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 42mph in 25mph zone, Citation for infraction
2386,8/9/2021 14:23,8/9/2021 14:18,4,FALSE,Almond ,Alicia ,1, Asian, Speech impairment or limited use of language,TRUE,55,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 42mph in 25mph zone, Warning (verbal or written)
2387,8/9/2021 14:54,8/9/2021 14:38,2,FALSE,Almond ,Sunkist ,1, Hispanic/Latino/a, Speech impairment or limited use of language,TRUE,25,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 42mph in 25mph zone, Warning (verbal or written)
2388,8/9/2021 14:55,8/9/2021 14:44,10,FALSE,Clark,Jardin ,1, White, None,FALSE,18,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 41mph in 25mph zone, Citation for infraction
2389,8/9/2021 15:27,8/9/2021 15:16,9,FALSE,Almond ,Alicia ,1, Pacific Islander, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 49mph in 25mph zone, Citation for infraction
2390,8/9/2021 20:47,8/9/2021 20:45,4,FALSE,Foothill Exp,At Magdalena,1, Middle Eastern or South Asian, None,FALSE,30,Male,No,FALSE, None, None,,,, , Reasonable Suspicion, Officer witnessed commission of a crime, Subject was speeding, Warning (verbal or written)
2391,8/10/2021 0:01,8/9/2021 23:59,5,FALSE,Portland,Grant,1, White, None,FALSE,18,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Unsafe speed on Grant, Warning (verbal or written)
2392,8/10/2021 10:06,8/10/2021 9:55,10,FALSE,Levin,Covington ,1, Asian, None,FALSE,55,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Talking on cell phone while driving, Citation for infraction
2393,8/10/2021 10:51,8/10/2021 10:40,10,FALSE,Springer ,Covington ,1, Pacific Islander, None,FALSE,50,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Holding and operating cell phone while driving, Warning (verbal or written)
2394,8/10/2021 10:59,8/10/2021 7:58,30,FALSE,county center,,1, Middle Eastern or South Asian, None,FALSE,30,Male,Yes,FALSE, None, Handcuffed or flex cuffed; Search of person was conducted,,, Incident to arrest, arrest warrant, Known to be on Parole / Probation / PRCS / Mandatory Supervision, , arrest warrant for probationer, Custodial Arrest pursuant to outstanding warrant
2395,8/10/2021 13:48,8/10/2021 13:40,8,FALSE,Oak ,Truman ,1, White, None,FALSE,18,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 41mph in 25mph zone, Citation for infraction
2396,8/10/2021 14:08,8/10/2021 14:06,8,FALSE,Truman ,Havenhurst,1, Hispanic/Latino/a, None,FALSE,25,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 42mph in a 25mph zone, Citation for infraction
2397,8/10/2021 14:22,8/10/2021 14:09,9,FALSE,Truman,Oak,1, White, None,FALSE,55,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 40mph in 25mph zone, Citation for infraction
2398,8/10/2021 15:32,8/10/2021 15:20,9,FALSE,Almond ,Alicia ,1, White, None,FALSE,18,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 44mph in 25mph zone, Citation for infraction
2399,8/10/2021 15:34,8/10/2021 15:33,8,FALSE,Almond ave,,1, Middle Eastern or South Asian, None,FALSE,35,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 43 in 25mph zone, Citation for infraction
2400,8/10/2021 21:53,8/10/2021 21:51,5,FALSE,Foothill,Page Mill,1, White, None,FALSE,65,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 64 in 45, Warning (verbal or written)
2401,8/10/2021 22:07,8/10/2021 21:53,5,FALSE,Foothill,Springer,1, Middle Eastern or South Asian, None,FALSE,18,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Bicyclist wrong way on Foothill, Warning (verbal or written)
2402,8/10/2021 22:30,8/10/2021 22:07,5,FALSE,San Antonio,E. Portola,1, Middle Eastern or South Asian, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Drive without lights at darkness, Warning (verbal or written)
2403,8/11/2021 9:18,8/11/2021 9:13,3,FALSE,University ,El Monte ,1, Asian, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, No right on red, Warning (verbal or written)
2404,8/11/2021 9:36,8/11/2021 9:25,8,FALSE,El Monte ,University ,1, Middle Eastern or South Asian, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, No right on red, Citation for infraction
2405,8/11/2021 9:41,8/11/2021 9:30,10,FALSE,University ,El Monte ,1, Hispanic/Latino/a, None,FALSE,45,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Talking on cell phone while driving, Citation for infraction
2406,8/11/2021 9:46,8/11/2021 9:35,5,FALSE,Mai St,Second st,1, White, None,FALSE,65,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Muni code left over double yellow, Warning (verbal or written)
2407,8/11/2021 9:56,8/11/2021 9:45,8,FALSE,Woodstock ,El Monte ,1, Hispanic/Latino/a, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, No right on red, Citation for infraction
2408,8/11/2021 10:03,8/11/2021 10:01,10,FALSE,San Antonio rd,Yerba santa,1, Middle Eastern or South Asian, None,FALSE,30,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 50mph in 35mph zone, Citation for infraction
2409,8/11/2021 10:04,8/11/2021 9:55,8,FALSE,El Monte ,University ,1, Middle Eastern or South Asian, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Right turn on red; 3 red arrows 3 no right on red signs (second offense), Citation for infraction
2410,8/11/2021 10:12,8/11/2021 10:11,10,FALSE,El Monte ,Foothill expressway ,1, Asian, None,FALSE,45,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Red arrow, Citation for infraction
2411,8/11/2021 10:13,8/11/2021 10:00,8,FALSE,El Monte ,Woodstock ,1, Pacific Islander, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, No right on red, Citation for infraction
2412,8/11/2021 10:47,8/11/2021 8:35,11,FALSE,Truman Ave,Kingston Dr,1, White, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation," Observed driver pass on the shoulder to the right of a line of vehicles in heavy traffic on NB Truman Ave. pedal and bikes present. No sidewalks on roadway. Driver identified, cited and released", Citation for infraction
2413,8/11/2021 10:56,8/11/2021 10:40,10,FALSE,Main st,,1, Asian, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Muni code left turn over double yellow, Citation for infraction
2414,8/11/2021 11:05,8/11/2021 10:40,10,FALSE,University ,El Monte ,1, White, None,FALSE,80,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Right turn on red; 3 red arrows 3 no right on red signs, Citation for infraction
2415,8/11/2021 12:23,8/11/2021 12:22,10,FALSE,San Antonio ,Edith ,1, Asian; Middle Eastern or South Asian, None,FALSE,60,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Blocking crosswalk, Citation for infraction
2416,8/11/2021 12:23,8/11/2021 9:40,13,FALSE,Truman Ave,Havenhurst Dr,1, Asian, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver at high rate of speed south on Truman (visual 40 mph at 200’) Radar confirmed 38 mph. Stopped and identified by CA license. Cited and released, Citation for infraction
2417,8/11/2021 12:35,8/11/2021 10:03,13,FALSE,Truman Ave,Havenhurst Dr,1, Asian, None,FALSE,20,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver at high rate of speed south on Truman Ave (visual 40 mph) Radar confirmed 39 mph. Driver identified by CA license. Cited and released, Citation for infraction
2418,8/11/2021 13:39,8/11/2021 12:33,8,FALSE,N. Gordon,Almond ,1, White, None,FALSE,16,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, U-turn in residential district within 200 feet of an oncoming vehicle, Citation for infraction
2419,8/11/2021 14:29,8/11/2021 14:15,8,FALSE,Foothill Expwy ,St. Joseph,1, White, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 62mph in a 45, Citation for infraction
2420,8/11/2021 15:15,8/11/2021 15:00,8,FALSE,Almond ,Alicia ,1, Middle Eastern or South Asian, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 39mph in 15mph school zone with children present, Citation for infraction; Warning (verbal or written)
2421,8/12/2021 8:29,8/11/2021 17:15,45,FALSE,San Antonio rd,,1, White, None,FALSE,16,Female,No,FALSE, None, None,,,, , Reasonable Suspicion, Witness or Victim identification of Suspect at the scene, Victim of 243(e)(1)PC, No Action
2422,8/12/2021 8:55,8/12/2021 8:52,8,FALSE,Fallen leaf ,Ravenswood,1, White, None,FALSE,16,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 47 in 25mph zone, Citation for infraction
2423,8/12/2021 9:44,8/12/2021 9:42,10,FALSE,first street,san Antonio road,1, Asian, None,FALSE,35,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", yellow tag showing exp 04/2020, Warning (verbal or written)
2424,8/12/2021 9:47,8/12/2021 8:38,16,FALSE,Truman Ave,Awalt Ct,1, Asian, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver on cell phone as he passed my location.  Driver identified. Cited and released, Citation for infraction
2425,8/12/2021 9:51,8/12/2021 9:00,10,FALSE,Truman Ave,Havenhurst Dr,1, White, None,FALSE,25,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver at high rate of speed north  on Truman Ave. Radar confirmed 37 mph. Visual of 40. Peds and bikes present. Identified by CA license. Cited and released ., Citation for infraction
2426,8/12/2021 10:04,8/12/2021 10:03,8,FALSE,Truman ,Havenhurst,1, Hispanic/Latino/a, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 44mph in 25mph zon, Citation for infraction
2427,8/12/2021 12:02,8/12/2021 12:00,3,FALSE,tyndall,lyell,1, White, None,FALSE,70,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, speeding across intersection into traffic oncoming, Warning (verbal or written)
2428,8/12/2021 13:55,8/12/2021 12:02,5,FALSE,springer,rose,1, Middle Eastern or South Asian, None,FALSE,60,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", exp 6/21, Warning (verbal or written)
2429,8/12/2021 22:15,8/12/2021 22:10,2,FALSE,San antonio,At Almond,1, White, None,FALSE,60,Male,No,FALSE, None, None,,,, , Reasonable Suspicion, Officer witnessed commission of a crime, Person was driving their vehicle in the dark with no lights, No Action
2430,8/13/2021 13:47,8/13/2021 9:53,10,FALSE,Portland ,Holly,1, Black/African American, None,FALSE,50,Female,No,FALSE, None, None,,,, , Reasonable Suspicion, Matched suspect description, Report of a suspicious vehicle following a mail truck. RP reported the driver as a black female adult. I located the vehicle and driver. I contacted the driver and advised of the reason for the stop. Driver was post master doing inspections, No Action
2431,8/13/2021 17:12,8/13/2021 17:09,120,FALSE,Foothill expressway ,San Antonio ,1, White, None,FALSE,30,Male,No,FALSE, Other Contraband or evidence, Asked for consent to search person; Asked for consent to search property; Handcuffed or flex cuffed; Patrol car detention; Person photographed; Person removed from vehicle by order; Property was seized; Vehicle impounded, true, true,, , Reasonable Suspicion; Reasonable Suspicion, Other Reasonable Suspicion of a crime; Matched suspect description, Poss card skimmer; Poss card skimmer, In-field cite and release
2432,8/13/2021 22:47,8/13/2021 22:46,4,FALSE,foothill,edith,1, White, None,FALSE,20,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 70/45, Warning (verbal or written)
2433,8/14/2021 10:32,8/14/2021 10:30,4,FALSE,el monte rd,foothill,1, Asian, None,FALSE,30,Male,No,FALSE, None, None,,,, , Reasonable Suspicion, Officer witnessed commission of a crime, obey posted signs, No Action
2434,8/14/2021 10:47,8/14/2021 10:32,5,FALSE,el monte rd,foothill,1, Middle Eastern or South Asian, None,FALSE,70,Male,No,FALSE, None, None,,,, , Reasonable Suspicion, Officer witnessed commission of a crime, driver ran posted sign against no turn on red, No Action
2435,8/15/2021 0:02,8/15/2021 0:01,5,FALSE,san antonnio rd,first st,1, White, None,FALSE,55,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 55/45, Warning (verbal or written)
2436,8/16/2021 5:29,8/15/2021 20:05,40,TRUE,pico ln,,1, Middle Eastern or South Asian, Mental health condition,FALSE,17,Female,No,FALSE, Cell phone(s) or electronic device(s), Asked for consent to search person; Curbside detention; Search of person was conducted, true,, Consent given; Officer Safety/safety of others, 5150 hold; 5150 hold, Consensual Encounter resulting in a search, , 5150 eval, Psychiatric hold
2437,8/16/2021 5:32,8/15/2021 11:50,120,TRUE,azalea wy,,1, Asian, Mental health condition,FALSE,16,Female,No,FALSE, Cell phone(s) or electronic device(s), Asked for consent to search person; Search of person was conducted, true,, Consent given; Officer Safety/safety of others, 5150 hold; 5150 hold, Consensual Encounter resulting in a search, , 5150 hold, Psychiatric hold
2438,8/16/2021 20:26,8/16/2021 20:24,4,FALSE,Foothill Exp,Old oak ct,1, Black/African American, None,FALSE,27,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Speeding, Warning (verbal or written)
2439,8/17/2021 9:00,8/17/2021 8:39,12,FALSE,Valencia,Jardin,1, Hispanic/Latino/a, None,FALSE,16,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 37mph in 15mph school zone, Citation for infraction; Warning (verbal or written)
2440,8/17/2021 12:38,8/17/2021 8:20,10,FALSE,Truman Ave,Pinehurst Dr.,1, Asian, None,FALSE,20,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver driving along shoulder of Truman Ave while peds and bikes are going to school. Cars stopped along Truman Ave awaiting drop off at Mountain View High School. Second vehicle flagged over during this contact. Total video 20 minutes, Citation for infraction
2441,8/17/2021 12:42,8/17/2021 12:37,15,FALSE,Jardin ave,Alicia,1, Hispanic/Latino/a, None,FALSE,16,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 55mph in a 15mph zone, Citation for infraction
2442,8/17/2021 12:43,8/17/2021 8:22,10,FALSE,Truman Ave,Pinehurst Dr. ,1, White, None,FALSE,55,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver driving along shoulder while on a car stop for same violation. Driver flagged down by hand. Driver identified by CA license. Cited and released, Citation for infraction
2443,8/17/2021 12:47,8/17/2021 8:40,9,FALSE,Truman Ave,Pinehurst Dr.,1, White, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver with a cell phone in hand driving south on Truman Ave passed my location. Driver identified and cited, Citation for infraction
2444,8/17/2021 12:54,8/17/2021 9:00,9,FALSE,Truman Ave,Pinehurst Dr.,1, Middle Eastern or South Asian, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver at high rate of speed (visual 40 in posted 25 zone). Radar confirmed 42mph. Driver stopped and identified. Cited and released, Warning (verbal or written)
2445,8/17/2021 12:54,8/17/2021 12:38,12,FALSE,Almond ,Alicia ,1, Middle Eastern or South Asian, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 40mph in 15mph school zone with children present, Citation for infraction
2446,8/17/2021 13:28,8/17/2021 13:15,8,FALSE,N San Antonio road ,,1, White, None,FALSE,18,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 43mph in 25mph zone, Citation for infraction
2447,8/17/2021 14:57,8/17/2021 14:55,2,FALSE,Almond ,Alicia ,1, Asian, None,FALSE,35,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 39mph in 25mph zone, Warning (verbal or written)
2448,8/17/2021 15:11,8/17/2021 15:10,10,FALSE,Almond ave,,1, White, None,FALSE,30,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 40 in 25mph zone, Citation for infraction
2449,8/17/2021 15:24,8/17/2021 15:15,7,FALSE,Almond ,Alicia ,1, Asian, None,FALSE,35,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 40mph in 25mph zone, Citation for infraction
